"where do you find bali?","Thailand","Japan","Malaysia","Indonesia"
"which one of these is not a peninsula?","India","South Korea","Greece","Taiwan"
"who was the only us president from the catholic faith?","Thomas Jefferson","Jimmy Carter","Bill Clinton","John F Kennedy"
"which american state has the most number of cities on the 50 largest cities list?","Florida","Texas","New York","California"
"who created the fender guitar company?","Mel Gibson","Ernest Gent","Jackson Fender","Leo Fender"
"which miami heat player has the most rings?","Chris Bosh","Luol Deng","Mario Chalmers","Dwyane Wade"
"which movie does this line come from look out for that tree?","Tarzan","The Jungle Book","None of these","George of the Jungle"
"where is gandhi from?","China","Japan","Egypt","India"
"which presidential library is not located in texas?","Lyndon B Johnson","George H W Bush","George W Bush","John F Kennedy"
"who did not star in the movie the proposal?","Sandra Bullock","Ryan Reynolds","Betty White","Ryan Gosling"
"in the game of chess what is the tower truly called?","The Castle","The Knight","The Queen","The Rook"
"in military time what time is 1205 am?","1205","0105","0055","0005"
"what animal did ozzy osborne bite the head off of during a concert?","Mouse","Chihuahua","Owl","Bat"
"in what range is a clarinet classified in?","Bass","Tenor","Alto","Soprano"
"in what city did the european renaissance begin?","Rome","Venice","Athens","Florence"
"what did the underground railroad do?","Bring Slaves To Slave States","Bring Slaves To Africa","Bring Slaves To The Uk","Bring Slaves To Free States"
"what is the name of the first single taken from coldplays upcoming album ghost stories?","Midnight","A Sky Full Of Stars","Always In My Head","Magic"
"in the phantom of the opera the lead characters dad is a famous?","Singer","Pianist","Actor","Violinist"
"what does it mean to order something lexicographically?","By Height","Numerically","By Weight","Alphabetically"
"where is the largest underground lava storage in the united states?","Mount St. Helens","Hawaii","Pacific Rim Volcano","Yellowstone"
"which of these body parts has a huge effect on your balance and if infected can result in bad balance?","Nose","Eyes","Liver","Ears"
"which place isnt a territory in the united states?","Guam","Puerto Rico","Wake Island","The Phillipines"
"which countries are the top three rice producers in the world?","China, Thailand, Vietnam","China, Bangladesh, Myanmar","Brazil, Japan, Philippines","China, India, Indonesia"
"in which country are the atlas mountains located?","Niger","Ghana","India","Morocco"
"what is the large river that flows through the northern half of the central valley in california?","San Joaquin River","Colorado River","Snake River","Sacramento River"
"how many games does each team play in the mlb regular season?","82","164","84","162"
"on a theatre stage where is downstage?","Toward The Nearest Exit","Toward To Left","Toward Backstage","Toward The Audience"
"what is the next verse after war what is it good for?","Never Been Good","It's Good For Nothing","None Of The Above","Absolutely Nothing!"
"what material is used to make glass?","Dirt","Granite","Magnesium oxide","Sand"
"which country used to be part of the former soviet union?","Lithuania","Georgia","Kyrgyzstan","All Of Them"
"what is another name for eardrum?","Nitirio Plasticity","Drumophila","Drumuen","Timpanic Membrane"
"what nfl football team was the first to win the super bowl?","Pittsburgh Steelers","Baltimore Ravens","Kansas City Chiefs","Green Bay Packers"
"what chemical do you put in fire to make it turn blue?","Copper","Pepper Corn","Acid","Sodium"
"what does an echocardiographer do commonly called echo tech?","Performs cardiac catheterizations","Measures the hearing capacity of ears","Monitors blood gas levels during surgery","Performs ultrasounds of the heart"
"who wrote the book jane eyre?","Enid Bylton","Keri Smith","Adam Braun","Charlotte Bronte"
"in 1903 crayola officially revealed its first crayola box which color was not one of the original 8 colors?","Brown","Violet","Black","Pink"
"what famous american entrepreneur founded the company standard oil?","Andrew Carnegie","Cornelius Vanderbilt","Nikola Tesla","John D. Rockefeller"
"on the piano which note is commonly used as a reference note?","Middle A","Middle B","Middle D","Middle C"
"what do these elements have in common bromide iodine chlorine oxygen nitrogen fluorine and hydrogen?","They're Good Conductors","They're Metals","They're Man Made","They're Diatomic"
"in dumb?","Hilfiger","Rimowa","Kenneth-Cole","Samsonite"
"which of the following describes the flag of china?","Red, Blue, White","Black And Red","Grey And Purple Stars","Red And Yellow Stars"
"what is another name for color?","Shade","Tone","Spectrum","Hue"
"how many primary colors are on a rubiks cube?","6","5","1","3"
"who is the old blind black woman in princess and the frog?","Mama Mia","Mama Dozy","Mama San","Mama Odie"
"in the show full house how many children do becky and jesse have?","4","1","6","2"
"which city suffered the deadliest attack on german civilians by the royal air force during wwii?","Berlin","Hamburg","Mnchen","Dresden"
"who wrote the song billionaire?","Maroon 5","Justin Bieber","Justin Timberlake","Bruno Mars"
"what is the name of the duck dynasty family?","The Jeffersons","The Duggars","The Brady's","The Robertsons"
"what state is princeton university in?","Nevada","Massachusetts","Maine","New Jersey"
"what instrument is not traditionally used in a jazz band?","Saxophone","Trumpet","Trombone","Bassoon"
"which actor plays the character thor?","Robert Downey Jr","Brad Pittman","Will Smith","Chris Hemsworth"
"which major sports league was the first to have a female official?","M L B","N F L","N H L","N B A"
"who stars in the movie megamind?","Tiny Fey","Brad Pitt","Will Ferrell","All Of Them"
"who invented the printing press with movable type?","Caxton","Newton","Hadley","Gutenberg"
"________ going to the moon?","Their","There","None Of The Above.","They're"
"in poolbilliard some balls are solid and the others are?","Liquid","Wood","Ice","Striped"
"in what decade did the beach boys become popular?","70'S","80'S","50'S","60'S"
"in what country would you find the vast majority of the indus river?","China","India","Nepal","Pakistan"
"what is the signature sandwich for mcdonalds?","The Whopper","The Baconator","The Quarter Pounder","The Big Mac"
"who is the greek goddess of the city and civilization but is more commonly known for being the goddess of wisdom?","None Of The Above","Hera","Hesta","Athena"
"which sport doesnt need a bat to play?","Baseball","Softball","Cricket","Hockey"
"in the movie the hunger games what is the product of district 12?","Livestocks","Jewelries","Grains","Charcoal Mining"
"what japanese gaming company owns franchises such as pokemon mario and legend of zelda?","Ea","Lionsgate","Lucas Arts","Nintendo"
"which nba player was known for carrying an outrageous lifestyle?","Larry Bird","LeBron James","Allan Iverson","Dennis Rodman"
"which of these terms is associated with baseball?","Traveling","Holding","Red Card","Curveball"
"which of these isnt a type of lava?","Basaltic","Andesite","Rhyolite","Composite"
"which river is responsible for flooding fargo north dakota?","Mississippi","Little Missouri","Lakota","Red River"
"which of the following instruments reads music in bass clef?","Saxophone","French Horn","Trumpet","Trombone"
"which country used the browning automatic rifle in world war ii?","Italy","United Kingdom","Australia","United States"
"who was one of the french founders of the painting style impressionism?","Vincent Van Gogh","douard Manet","Edgar Degas","Claude Monet"
"who in the national hockey league was called the great one?","Alexander Ovechkin","Mario Lemieux","Gordie Howe","Wayne Gretzky"
"who is scooby doos nephew?","Yabba-Doo","Scooby-Dum","Scooby-Dee","Scrappy-Doo"
"in what country were tens of thousands of baby girls abandoned each year due to the countrys one child policy?","India","Cuba","Afghanistan","China"
"in archery what term is used when a perfect shot has been made?","Eureka!","Swish!!","Hole In One!","Bullseye!"
"what do some owners put on their horses during the winter?","Nothing","Coats","Bags","Blankets"
"what is the derivative of velocity in terms of distance?","Speed","Position","None Of The Above","Acceleration"
"who was the first scientist to create proof of what would later be called genes?","Chris Mallow","Don Moore","Steven Hawking","Gregor Mendel"
"holden caulfield is the protagonist of what famous american novel?","Of Mice And Men","To Kill A Mockingbird","The Color Purple","The Catcher In The Rye"
"what happened to the people of pompeii?","They Lost A War Against Mexico","They Were Attacked With An Atomic Bomb","They Won A War Against Mexico","They Were Buried In Lava And Ash"
"if you have triscadecaphobia what are you afraid of?","Cadecs","The Number 300","The Number 3","The Number 13"
"what is juliets last name in shakespeares romeo and juliet?","Montague","Montagn","Paris","Capulet"
"where does the majority of romeo and juliet take place?","Mantua","Ligure","Rome","Verona"
"who played burt in the movie mary poppins?","Desi Arnaz","Gene Kelly","Morey Amsterdam","Dick Van Dyke"
"which team has never been to a super bowl?","Dallas Cowboys","Seattle Seahawks","Green Bay Packers","Cleveland Browns"
"when was the baby boom in the u s?","20S","1934-1939","1984-1993","1946-1965"
"phototropism means a tendency towards what?","Earth","Shade","Water","Sunlight"
"how many numbers does pi consist of?","Only 6 (3.14159)","Only 3(3.14)","Only 10(3.141592653)","Pi Is Endless"
"what was the name of the most used infantry gun in the vietnam war?","Springfield","Bar","Thompson","M-16"
"what game uses chinese tiles?","Chinese Checkers","Rumicube","White Tile Game","Mah Jongg"
"which team has the nickname the steel curtain for their greatest defense?","Seattle Seahawks","Denver Broncos","Chicago Bears","Pittsburgh Steelers"
"which famous artist worked with disney and andy warhol?","Henri Matisse","Keith Haring","Pablo Picasso","Salvador Dali"
"what art medium is cindy sherman most famous for utilizing?","Sculpture","Painting","Performance","Photography"
"who plays hal in the romantic comedy shallow hal?","Jason Statham","Johnny Depp","Tom Cruise","Jack Black"
"in what year did america gain its independence and from what country?","1861, France","1777, Spain","1941, Germany","1776, Britain"
"what is a historic time period called?","Term","Revolution","Memorable","Era"
"what is the second most populous city in new york state?","Albany","Binghamton","Syracuse","Buffalo"
"which person is not a member of the beatles?","John Lennon","George Harrison","Paul Mcartney","Drew Fox"
"in the original vacation movie what was the name of the type of vehicle clark bought for the trip?","The Shaggin Wagon","Death Mobile","Bigfoot","The Family Truckster"
"what color and pattern shirt does waldo wear?","Black And White Checked","Black And White Striped","Red And White Polka Dot","Red And White Striped"
"what are the three basic types of tectonic plate boundaries?","Subduction, Insurgent, And Convergent","Compression, Tension, And Shearing","Twisting, Pushing, And Pulling","Divergent, Convergent, And Transform"
"in the 1950s hit tv series lassie what was the name of lassies owner?","Johnny","Jack","Tommy","Timmy"
"which is not a led zeppelin song?","Stairway To Heaven","Whole Lotta Love","Since I've Been Loving You","Comfortably Numb"
"who was the criminal responsible for the killings of sharon tate and six others in 1969?","Jack Ruby","Son Of Sam","Jack The Ripper","Charles Manson"
"how are string instruments typically made?","Machine","Factory","Genies","By Hand"
"which nba player leads the league in all time scoring?","Larry Bird","Michael Jordan","Lebron James","Kareem Abdul-Jabbar"
"who was the famous frederick douglass?","Jazz Artist","Major League Baseball Player","Civil War General","Abolitionist"
"how many days in a year?","369","368","265","365"
"what language do people speak in portugal?","Spanish","English","Italian","Portuguese"
"which component is not part of gymnastics?","Balancing beam","Floor","Bars","Pole vault"
"which act has appeared in las vegas?","David Copperfield","Siegfried","Penn","All of them"
"what person or people were believed to be the founders of rome?","Mars And Neptune","Julius Ceasar","Zeus","Romulus And Remus"
"what is stropping?","Milking a cow","Salting beef","Separating linseed oil","Sharpening razor with leather"
"ca stands for what element?","Carbon","Cadmium","Caesium","Calcium"
"what color is impossible to create by mixing other colors?","Green","Purple","Orange","Red"
"what position is not a member of a gourmet restaurants kitchen staff?","Saucier","Sous-chef","Head Chef","Sommelier"
"koala a marsupial native to australia is most closely related to which other animal?","Fox Squirrel","Black Bear","Panda","Kangaroo"
"in what year did the nba adopt the 3 pointer?","They Have Always Had The 3 Pointer.","1980","1986","1979"
"in jeopardy what is the maximum amount of money available in a category in double jeopardy?","$1,200","$800","$1,600","$2,000"
"what western tv show always ended with the song happy trails to you?","Buffalo Bill","Howdy Doody","Mickey Mouse Club","The Roy Rogers Show"
"what animal represents the united states of america?","Turkey","Lion","Bear","Bald Eagle"
"the birthmark was written by?","Willia Cather","William Shakespeare","Robert Frost","Nathaniel Hawthorne"
"according to norse mythology who crafted thors hammer mjolnir and odins spear gungnir?","Loki","Ravens","Elves","Dwarves"
"which of the following elements has a glowing effect in the dark?","Mercury","Magnesium","Sulphur","Phosphorous"
"which phrase is spelled the same forward and backward?","Don't Put All Your Eggs In One Basket.","I Could Eat A House!","A Stitch In Time Saves Nine.","A Man, A Plan, A Canal: Panama"
"who participated in the ayala conference during wwii?","Neville Chamberlain","Barack Obama","Adolf Hitler","Winston Churchill"
"who is the famous sculptor of mount rushmore?","Doanne Robinson","Michaelangelo","Patrick Rushmore","Gutzon Borglum"
"which of these u s states was an original colony?","Illinois","Washington","None of these","New York"
"which one is a wrestler actor?","Kobe ""Black Mamba"" Brayant","Chuck ""The Iceman"" Liddell","Floyd ""Money"" Mayweather","Dwayne ""The Rock"" Johnson"
"which is not a colorado sports team?","The Nuggets","The Rockies","The Avalanche","The Dodgers"
"what movie has a fairy godmother that says bibbidi bobbidi boo?","Aladdin","Beauty And The Beast","Sleeping Beauty","Cinderella"
"what movie did heath ledger not star in?","Ned Kelly","Brokeback Mountain","The Dark Knight","Spider-Man"
"what is tom hanks friends name in castaway?","Bert","William","Tom","Wilson"
"new york citys juniors is famous for what dessert?","Chocolate Cake","Apple Pie","Strawberry Shortcake","Cheesecake"
"complete the lyric if you like pina coladas?","And going on holiday","And a glass of champagne","And walking down by the bay","And getting caught in the rain"
"which food items are mentioned in the song take me out to the ballgame?","None Of These","Peanuts","Hot Dogs","Peanuts"
"what disease specifically causes widespread chronic pain and fatigue?","Pnemonia","Liver Disease","Rhinovirus","Fibromyalgia"
"which state is south haven beach in?","None Of These","Connecticut","Massachusetts","Michigan"
"what is not allowed in basketball?","Layup","Dunk","Time out","Travel"
"what type of music did the famous italian composer giuseppe verdi mainly write?","Piano Solos","Concertos","Dubstep","Opera"
"in austin powers international man of mystery robert wagner plays which character?","Goldmember","Dr. Evil","Mr. Bigglesworth","Number Two"
"what is rihannas real name?","Rebecca","Kate","Loren","Robyn"
"what are lipids commonly called?","Sugars","Carbohydrates","Proteins","Fats"
"which organelle is the site of cellular respiration?","Vacuole","Nucleus","Ribosome","Mitochondria"
"what was the infamous attack on a hawaiian naval base called?","D-Day","Hamburger Hill","Bombshell Bay","Pearl Harbor"
"what was the most prominent american indian language during world war ii hint _____ code talkers?","Blackfoot","Lakota","Inuktitut","Navajo"
"wheres nebraska located?","Left Of Colorado","Below Florida","Below Maine","Above Kansas"
"which is not a volleyball serve?","Overhand Serve","Underhand Serve","Jump Serve","Bump Serve"
"in fashion what do the initials dkny stand for?","Denise King New York","Dylan Kwabs New Year","Donna Knight New Yorker","Donna Karan New York"
"what part of the plant do you eat when eating a radish?","Leaf","Stem","Flower","Root"
"who was assassinated by his fellow politicians?","Gaius Cassius Longinus","Caesar Agustus","Marcus Junius Brutus","Julius Caesar"
"what instrument is not a string instrument?","Violin","Cello","Viola","Bassoon"
"what is a simile in english literature?","A half-rhyme","Contradiction of 2 ideas","A happy mood given to a story","Comparision of 2 things using like or as"
"how many pre season nfl games count towards a teams final record?","1","2","4","0"
"how many holes are there in a tenpin bowling ball?","4","2","There Is No Such Thing","3"
"which disney movie contains a woman who starts off as a cartoon character then changes into a human?","Mulan","Mary Poppins","Snow White","Enchanted"
"what are the bones at the end of the fingers called?","Ulna","Metatarsals","Pubis","Phalanges"
"in music what does ff mean?","Very Soft","Moderately Loud","Moderately Soft","Very Loud"
"what is the name of the nerd girl on scooby doo who usually can solve the mystery?","Daphne","Scooby Doo","Mary","Velma"
"who plays ross in the u s tv sitcom friends?","Matthew Perry","Ross Lynch","Neil Patrick Harris","David Schwimmer"
"which is a city in austria?","Leipzig","Hesse","Dresden","Innsbruck"
"what color is not a part of the rainbow?","Violet","Indigo","Orange","Teal"
"what is it called in tennis when you throw the ball in the air and then hit it?","Volley","Rally","You Don't Throw The Ball Up And Hit It","Serve"
"where was the rapper drake born?","United States of America","Australia","United Kingdom","Canada"
"who was the captain of the starship enterprise in the original tv series?","Jean Luc Picard","Mr. Spock","Scotty","James T. Kirk"
"what is a seasonal seafood that you can use your feet and a pail to collect?","Grouper","Sea Urchins","Blue Crabs","Scallops"
"what is the process called that efficiently made iron into steel by removing carbon and other impurities?","De-Carbonating","Lessemer Process","Tessemer Process","Bessemer Process"
"how many words in the english language end in mt?","2","3","6","1"
"who was not one of the three amigos in the 1986 comedy?","Martin Short","Chevy Chase","Steve Martin","Dan Aykroyd"
"what is the nomenclature of silver chloride?","Sicl","Aucl2","Aucl","Agcl"
"who is not a character on tvs modern family?","Gloria","Luke","Manny","Hadley"
"what movie does not star reese whitherspoon?","Cruel Intentions","Legally Blonde","Sweet Home Alabama","Never Been Kissed"
"what is the common name for sodium hydroxide?","Panadol","Apple Juice","Crystal","Lye"
"who plays the drum for the bandthe beatles?","George Harrison","John Lennon","Paul Mccartney","Ringo Starr"
"where can you find the finest sand in the world?","Ko Samui, Thailand","Bali, Indonesia","Galpagos Islands, Ecuador","Whitsunday Islands, Australia"
"which of these singers does not have a book about them?","Lady Gaga","Cher","Madonna","Ke$Ha"
"the corrs is a band from what country?","UK","The Philippines","Canada","Ireland"
"what is the subject of the series the walking dead?","Vampires","A Serial Killer","The End Of The World","A Zombie Apocalypse"
"where is the scarlet letter worn?","The Forehead","Around The Wrist","On Back Of Hand","The Chest"
"in softball what is it called when the ball gets hit onto the ground directly in front of home plate?","Foul","Automatic Out","Pop-Up","Bunt"
"which of these men died in the alamo?","Benedict Arnold","Ulysses Grant","James Cromwell","Davie Crockett"
"which of the following is not a renaissance artist?","Leonardo Da Vinci","Raphael","Michelangelo","Claude Monet"
"what kind of art is made using simply pencil and paper?","Painting","Sculpture","Collage","Sketch"
"which of the following is an example of a metric system?","Miles","Feet","Fahrenheit","Meter"
"which of these alien species belongs to the star wars universe?","Vulcans","Klingon","Andorrians","Wookies"
"where do narwhals live?","Atlantic Ocean","Pacific Ocean","Antarctic Ocean","Arctic Ocean"
"what does the big bang theory explain?","Explosions","Combustion","Atomic Energy","Origins Of The Universe"
"which is not a move in basketball?","Travel","Shoot","Double Dribble","Spike"
"which usa city hosts the most famous american open wheel car race every year?","Talladega","Daytona","Los Angeles","Indianapolis"
"which organization was given the only nobel peace prize awarded during wwi?","World Health Organization","United Nations","European Union","International Red Cross"
"what does the term saignant mean?","Correct","Messy","Full","Rare"
"which three countries is german the first language?","Germany, Switzerland, Sweden","Germany, Austria, Sweden","Switzerland, France, Germany","Germany, Austria, Switzerland"
"who played the leading role of elphaba in the broadway musical wicked hint shes also the voice of elsa in frozen?","Michelle Federer","Kristin Chenowith","Lea Michele","Idina Menzel"
"which of these is not leonardo davincis painting?","Sunset At Dawn","Tulips Rising","Timing","Starry Night"
"in what sport do you use the terms ground stroke serve and follow through?","Badminton","Soccer","Basketball","Tennis"
"in what year did the original star wars movie premier?","1982","1970","1997","1977"
"who stars in the movie a bugs life?","Julia Louis-Dryfus","Kevin Spacey","Hayden Panettiere","All Of Them"
"which region of the human brain is responsible for sight?","Parietal Lobe","Amygdala","Hippocampus","Occipital Lobe"
"in order to digest the lactose in milk you need what enzyme?","Maltase","Sucrase","Lipase","Lactase"
"decipher the roman numerals mcxi?","111","1121","1100","1111"
"what is the first letter in the greek alphabet?","Kappa","Delta","Sigma","Alpha"
"what percentage of the world population is covered by china?","10%","27%","43%","19%"
"which historical icon said i am a soldier of peace?","Mother Therese","Jesus","Nelson Mandela","Mahatma Ghandi"
"which basketball player was in movie space jam?","Magic Johnson","Derick Rose","Kobe Bryant","Michael Jordan"
"which golden girl immigrated from sicily?","Blanche","Dorothy","Rose","Sophia"
"who painted the entombment?","Vincent Van Gogh","Leonardo Da Vinci","Monet","Michelangelo"
"what is the name of the phantom in the phantom of the opera?","Raoul","The Phantom","Gaston","Erik"
"what team is gabby douglas on?","African Team","Russian Team","None of the above","USA Team"
"what was the milwaukee baseball team directly before the brewers called?","Milwaukee Bees","Milwaukee Angels","Milwaukee Browns","Milwaukee Braves"
"which actor did not star in the movie the hangover?","Justin Bartha","Bradley Cooper","Ed Helms","Tom Green"
"what was the original eye color of all humans?","Green","Blue","Hazel","Brown"
"which asteroid is expected to come close to earths atmosphere in 2028?","Haumea","Ceres","Eris","Apothis"
"how many electrons can be on the lowest shell of an atom?","4","3","8","2"
"in pokemon what are pokemon caught in?","Nets","Pokebags","Cages","Pokeballs"
"who wrote federalist paper no 1?","John Jay","James Madison","Thomas Jefferson","Alexander Hamilton"
"what are countries like sweden and norway called?","African countries","Asian countries","Latin countries","Scandanavian countries"
"which sport involves a mallet?","Baseball","Soccer","Tennis","Croquet"
"which avengers character had a film made first?","Thor","Captain America","Iron Man","Hulk"
"which bone is located in the human thigh?","Brachial Bone","Thigh Bone","Tibial Bone","Femoral Bone"
"what group of elements has a full outer ring of 8 electrons?","Alkaline Earth Metals","Alkali Metals","Halogens","Noble Gases"
"which of the following is not a muscle?","Triceps","Biceps","Hamstrings","Triceratops"
"without intervention what helps set the prices of goods and services?","Production Costs","Cpi (Consumer Price Index)","Variable Costs","Supply And Demand"
"when participating in dressage what type of saddle does an equestrian use?","No Saddle-Bareback","Western","Welsh","English"
"what is michael jacksons best selling album?","Off The Wall","Dangerous","Xscape","Thriller"
"what is the 6th planet from the sun?","Earth","Jupiter","Mars","Saturn"
"what is the colloquial term for the latest new england patriots scandal?","Watergate","Spygate","Bradygate","Deflategate"
"from where did gunpowder originate?","Japan","Britain","Germany","China"
"what was dwight eisenhowers nickname?","Eisenshower","Old Dwight","David","Ike"
"what did the supreme court case roe v wade decide?","Separate But Equal Is Unconstitutional","Women Should Have The Right To Vote","Church And State Are Seperate","Abortion Is Legal"
"according to the book of exodus what was the tenth plague of egypt?","Flood","Locusts","Famine","Death Of Firstborn"
"which one is not a chemical element on the periodic table?","Francium","Germanium","Americium","Belgium"
"what is o3?","A Physics Theory","Oxygen","Worm Holes","Ozone"
"what measurement is used to measure a football field?","Meter","Feet","Length","Yard"
"who was the united states 2nd president?","James Madison","Thomas Jefferson","George Washington","John Adams"
"what instrument is made of mostly brass but is classified as a woodwind?","Trumpet","Drums","Clarinet","Saxophone"
"what do you call an outdoor game in which players use long handled sticks with nets for catching throwing and carrying the ball?","Hurling","Field Hockey","Golf","Lacrosse"
"dr seuss had a secret room full of what in his house?","Old Newspapers","Socks","Baseball Cards","Hats"
"which is a possessive pronoun?","There","Him","They're","Their"
"what color does starch turn when iodine is poured on it?","Green","Blue","Orange","Purple"
"sudan was colonised by?","France","Spain","Italy","The United Kingdom"
"how many official languages does hawaii have?","4","5","3","2"
"where is malagasy primarily spoken?","Malaysia","Mali","Mozambique","Madagascar"
"what famous greek poet is credited for creating the odyssey?","Agathon","Aristotle","Virgil","Homer"
"how many tour de france did lance armstrong win before getting them stripped away for cheating?","3","10","1","7"
"what part of your brain is connected to emotions?","Back","Occipital","Side","Frontal"
"what is the name of romeos best friend in william shakespeares play romeo and juliet?","Benvolio","Paris","Tybalt","Mercutio"
"which sport needs a server?","Football","Basketball","Bowling","Volleyball"
"which of the countries are not found in south america?","Brazil","Chile","Venezuela","Portugal"
"what is the hulks alter ego in avengers age of ultron?","Steve Rodgers","Tony Stark","Thor","Bruce Banner"
"what are the 3 rs of recycling?","Restart, Reboost","Remark, Retrade","Racoon, Rabbit","Reduce, Reuse"
"which french writer wrote the novel around the world in 80 days?","Phileas Fogg","Jacques Toulouse","Monique","Jules Verne"
"what is the biggest muscle in your neck?","Internal Jugular","Digastric","Thyrohyoid","Sternocleidomastoid"
"which of these is a state?","New England","Puerto Rico","East Carolina","West Virginia"
"where is andalusia?","Italy","Portugal","France","Spain"
"which tv show is based off the 1985 film featuring michael j fox?","Werewolves in London","Back to the future","Back to the future II","Teen Wolf"
"in despicable me what type of stuffed animal does agnes have?","Octopus","Butterfly","Pegasus","Unicorn"
"who is cupid also known as?","Erebus","Zeus","Zephyrus","Eros"
"what was veterans day originally called?","Military Day","Wars Day","Federal Day","Armistice Day"
"who wrote sonnet 113?","John Donne","Robert Herrick","Christopher Marlowe","William Shakespeare"
"who won the civil war in usa?","The Confederates","Great Britain","Spain","The Union"
"which is a novel by stephen king?","Roots","The Fault In Our Stars","Percy Jackson And The Lighting Thief","Misery"
"what foreign country is closest to alaska?","Russia","Iceland","Japan","Canada"
"what sport did michelle kwan play?","Tennis","Golf","Hockey","Figure Skating"
"what is geology?","The Study Of Maps","The Study Of Animals","The Study Of Light","The Study Of The Earth's Crust And Rocks"
"you are attacked by a black bear while hiking in the adirondack mountains where are you?","British Columbia","West Virginia","Colorado","New York"
"which of the following presidents was not assassinated while in office?","Abraham Lincoln","William Mckinley","James Garfield","Woodrow Wilson"
"what color is crimson a shade of?","Purple","Orange","Blue","Red"
"what river creates a border between new hampshire and vermont?","Charles River","Hudson River","Vermont River","Connecticut River"
"in abstract art the subject matter is?","Clearly Defined","Extremely Diverse","Not Diverse","Not Clearly Defined"
"what team isnt from baltimore?","Orioles","Ravens","Blast","Redskins"
"who plays ben gates in national treasure?","Harrison Ford","John Cusack","Aaron Eckhart","Nicolas Cage"
"which simpsons characters catchphrase is aye caramba?","Homer","Millhouse","Marge","Bart"
"what fruit has a botanical name punica granatum?","Raspberry","Persimmon","Cocoa","Pomegranate"
"what is the body part that connects the throat to the stomach?","Pharynx","Larynx","Lungs","Esophagus"
"which oceans touch north america?","Pacific Only","Pacific And Atlantic Only","Pacific, Atlantic, And Indian","Pacific, Atlantic, And Arctic"
"which of these saxophones is the smallest?","Tenor","Baritone","Alto","Soprano"
"which of the following martial arts focuses on grappling?","Capoeira","Taekwondo","Muay Thai","Judo"
"what is considered a perfect round of golf?","Getting A Hole In One On All Par 3'S","Never Going Out Of Bounds","Playing Without A Whiff","Playing Every Hole At One Under Par"
"where do scientists currently believe the asteroid that killed the dinosaurs struck?","The Barringer Crater","The Andes Mountains","The Bering Strait","The Yucatn Peninsula"
"who was the goddess of wisdom war and useful arts?","Hera","Ares","Persephone","Athena"
"which one of these us presidents did not die in office?","William Henry Harrison","William Mckinley","Zachary Taylor","Martin Van Buren"
"which of these artists was a native of pittsburgh pennsylvania?","Frank Lloyd Wright","Salvador Dali","Georgia O'keefe","Andy Warhol"
"when is the fifa world cup played?","Every year","Every 10 years","Every 5 years","Every 4 years"
"what color was lukes lightsaber in return of the jedi?","Purple","Blue","Red","Green"
"what virus causes aids?","Feline Immunodeficiency Virus","Rotavirus","Norovirus","HIV"
"who was fighting who in the pelopennesian war?","Corinth Vs. Sparta","Greece Vs. Persia","Megaera Vs. Corinth","Athens Vs. Sparta"
"what is a traditional cuisine eaten on fridays during the season of lent?","Yogurt","Kosher Pickles","Bread","Fish"
"what state is known as the apple state?","Ohio","Washington D.C","Oregon","Washington State"
"what fruit is grown in the shape of buddha in china?","Oranges","Apples","Cherries","Pears"
"what is the container called designed to store cigars?","Furnace","Smoke Box","Cast","Humidor"
"who was rocky marciano?","A Quarterback","A Soccer Player","A Racer","A Boxer"
"what are the first names of simon?","Glen","Phil","Jim","Paul"
"what is known as the big leagues of baseball?","Super Bowl","Gifs","NBA","MLB"
"in what year was claude monet born?","1814","1910","1890","1840"
"what country was punished at the end of wwi?","Italy","Great Britan","France","Germany"
"what condition is a psychological affliction of the fear of nude bodies?","Gynophobia","Lilapsophobia","Nosophobia","Gymnophobia"
"in to kill a mockingbird by harper lee who is accused of raping mayella ewell?","Atticus Finch","Bob Ewell","Joseph Mettner","Tom Robinson"
"on what side of a u s mail truck is the wheel on?","Back Left","Left","Back Right","Right"
"which country did many members of the nazi party flee to?","Spain","Cuba","Switzerland","Argentina"
"which of these is considered the medium of artwork?","Canvas","Paper","Book","Paint"
"what sport involves dance movement?","Football","Soccer","Tennis","Gymnastics"
"hitting your funny bone is really hitting what nerve in your arm?","Radial","Medial","Sciatic","Ulnar"
"how many years are equal to 252 months?","20","22","23","21"
"in 2014 riots took place in ferguson after teen michael brown was shot and killed where is ferguson located?","Mississippi","Montana","Michigan","Missouri"
"which biblical person had the coat of many colors?","Jesus","Ramses","Jacob","Joseph"
"where did starbucks originate?","New York, Ny","Washington D.C.","Houston, Tx","Seattle, Washington"
"which hockey team plays in new york?","The Knicks","The Mets","The Yankees","The Rangers"
"what mlb baseball team is known for wearing pinstripes on their uniforms?","Chicago White Sox","New York Mets","Boston Red Sox","New York Yankees"
"what art form involves folding paper to make tiny statuettes?","Croche","Foldery","Rollae","Origami"
"what were labrador retrievers bred to do?","Pull Carts Of Heavy Things","Protection","Herding Sheep","Catch Water Fowl"
"what is it called when you write your life story?","Unknown","Biography","#Madebyme","Autobiography"
"what part of the body does rhino refer to?","Head","Brain","Neck","Nose"
"which of these films did meryl streep not feature in?","The Devil Wears Prada","Mamma Mia","The Iron Lady","Les Miserables"
"red blood cells contain which of the following?","Calcium","Potassium","Proteins","Iron"
"what was the first colony to become a us state?","New Jersey","Connecticut","Rhode Island","Delaware"
